,true,predict,make,model,score,alpha
5935,10.12643108384767,10.126431083847669,Opel,Insignia,-0.0014411111638990657,0
10026,10.271596874100524,10.27159687410052,Opel,Insignia,-0.0014411111638990657,0
8990,9.546455401949554,9.546455401949553,Opel,Insignia,-0.0014411111638990657,0
5280,10.461673747661957,10.461673747661953,Opel,Insignia,-0.0014411111638990657,0
4248,10.083723602839061,10.083723602839058,Opel,Insignia,-0.0014411111638990657,0
4274,8.846496938558838,8.846496938558838,Opel,Insignia,-0.0014411111638990657,0
1750,9.949893925350283,9.949893925350281,Opel,Insignia,-0.0014411111638990657,0
10823,9.468851067127684,9.468851067127682,Opel,Insignia,-0.0014411111638990657,0
6138,8.516192691082654,8.516192691082654,Opel,Insignia,-0.0014411111638990657,0
7265,9.468851067127684,9.468851067127684,Opel,Insignia,-0.0014411111638990657,0
10581,9.648595302907339,9.648595302907337,Opel,Insignia,-0.0014411111638990657,0
15711,9.74090979777877,9.740909797778768,Opel,Insignia,-0.0014411111638990657,0
7885,9.90098442231801,9.900984422318007,Opel,Insignia,-0.0014411111638990657,0
16266,9.795345393916424,9.79534539391642,Opel,Insignia,-0.0014411111638990657,0
6901,9.994241915804592,9.99424191580459,Opel,Insignia,-0.0014411111638990657,0
12768,9.39182824802156,9.39182824802156,Opel,Insignia,-0.0014411111638990657,0
5100,9.517825071724143,9.517825071724141,Opel,Insignia,-0.0014411111638990657,0
14224,9.738023112808596,9.738023112808595,Opel,Insignia,-0.0014411111638990657,0
13738,9.90098442231801,9.900984422318006,Opel,Insignia,-0.0014411111638990657,0
1841,9.546741177474825,9.546741177474825,Opel,Insignia,-0.0014411111638990657,0
16063,8.365206834418355,8.365206834418354,Opel,Insignia,-0.0014411111638990657,0
350,8.915969311373605,8.915969311373605,Opel,Insignia,-0.0014411111638990657,0
5752,8.980927207648378,8.98092720764838,Opel,Insignia,-0.0014411111638990657,0
13504,10.106428396532818,10.106428396532815,Opel,Insignia,-0.0014411111638990657,0
8643,7.989560449333865,7.989560449333866,Opel,Insignia,-0.0014411111638990657,0
15068,9.67721410821299,9.885140381004506,Opel,Insignia,-0.0014411111638990657,0
4233,8.895629627136483,8.895629627136483,Opel,Insignia,-0.0014411111638990657,0
2648,9.838949031398556,9.838949031398554,Opel,Insignia,-0.0014411111638990657,0
16679,9.433483923290392,9.433483923290392,Opel,Insignia,-0.0014411111638990657,0
5064,10.367221568768269,10.367221568768267,Opel,Astra,-1.4116458303954948e-30,0
1864,8.817297783866575,8.817297783866575,Opel,Astra,-1.4116458303954948e-30,0
17478,10.1226230824528,10.1226230824528,Opel,Astra,-1.4116458303954948e-30,0
8171,8.980927207648378,8.980927207648378,Opel,Astra,-1.4116458303954948e-30,0
7588,8.817297783866575,8.817297783866575,Opel,Astra,-1.4116458303954948e-30,0
11809,9.543234787249512,9.543234787249512,Opel,Astra,-1.4116458303954948e-30,0
13068,9.578449693540579,9.578449693540579,Opel,Astra,-1.4116458303954948e-30,0
12561,10.472912218605055,10.472912218605053,Opel,Astra,-1.4116458303954948e-30,0
13305,9.47231994707559,9.47231994707559,Opel,Astra,-1.4116458303954948e-30,0
576,9.468851067127684,9.468851067127684,Opel,Astra,-1.4116458303954948e-30,0
4482,8.565983355585669,8.565983355585667,Opel,Astra,-1.4116458303954948e-30,0
10507,9.205327830152639,9.205327830152637,Opel,Astra,-1.4116458303954948e-30,0
8080,9.740674462130217,9.740674462130217,Opel,Astra,-1.4116458303954948e-30,0
15440,9.409191230721348,9.409191230721348,Opel,Astra,-1.4116458303954948e-30,0
4743,9.647949933410914,9.647949933410912,Opel,Astra,-1.4116458303954948e-30,0
13350,7.575584651557793,7.5755846515577945,Opel,Astra,-1.4116458303954948e-30,0
17262,8.846496938558838,8.846496938558838,Opel,Astra,-1.4116458303954948e-30,0
15195,9.673445259530762,9.673445259530762,Opel,Astra,-1.4116458303954948e-30,0
4694,7.989560449333865,7.989560449333867,Opel,Astra,-1.4116458303954948e-30,0
10254,9.259130536145614,9.259130536145612,Opel,Astra,-1.4116458303954948e-30,0
6671,9.099408811268901,9.0994088112689,Opel,Astra,-1.4116458303954948e-30,0
17429,9.543234787249512,9.54323478724951,Opel,Astra,-1.4116458303954948e-30,0
8971,9.769956159911606,9.769956159911606,Opel,Astra,-1.4116458303954948e-30,0
11356,9.849559210510572,9.849559210510572,Opel,Astra,-1.4116458303954948e-30,0
11491,8.846496938558838,8.846496938558838,Opel,Astra,-1.4116458303954948e-30,0
6245,9.67721410821299,9.67721410821299,Opel,Astra,-1.4116458303954948e-30,0
7029,9.57838048699361,9.578380486993609,Opel,Astra,-1.4116458303954948e-30,0
15705,8.852950887099581,8.852950887099578,Opel,Astra,-1.4116458303954948e-30,0
4037,9.38429367909962,9.38429367909962,Opel,Astra,-1.4116458303954948e-30,0
2382,9.543234787249512,9.543234787249512,Opel,Astra,-1.4116458303954948e-30,0
3906,8.846496938558838,8.846496938558838,Opel,Astra,-1.4116458303954948e-30,0
13719,10.300584410973777,10.300584410973775,Opel,Astra,-1.4116458303954948e-30,0
3560,9.43747594455993,9.43747594455993,Opel,Astra,-1.4116458303954948e-30,0
13285,9.099408811268901,9.099408811268901,Opel,Astra,-1.4116458303954948e-30,0
278,9.350102314351341,9.350102314351341,Opel,Astra,-1.4116458303954948e-30,0
4249,8.507142855562735,8.507142855562735,Opel,Astra,-1.4116458303954948e-30,0
578,9.795345393916424,9.795345393916422,Opel,Astra,-1.4116458303954948e-30,0
607,9.205327830152639,9.205327830152639,Opel,Astra,-1.4116458303954948e-30,0
12790,8.15908865466791,8.159088654667913,Opel,Corsa,-4.309874213890406e-30,0
12792,8.00469951054955,8.004699510549553,Opel,Corsa,-4.309874213890406e-30,0
12419,9.90098442231801,9.900984422318011,Opel,Corsa,-4.309874213890406e-30,0
2201,10.138362026726037,10.13836202672604,Opel,Corsa,-4.309874213890406e-30,0
16332,8.699348067653093,8.699348067653094,Opel,Corsa,-4.309874213890406e-30,0
2094,7.824046010856292,7.824046010856292,Opel,Corsa,-4.309874213890406e-30,0
10394,9.104424146384634,9.104424146384636,Opel,Corsa,-4.309874213890406e-30,0
1273,10.12643108384767,10.126431083847672,Opel,Corsa,-4.309874213890406e-30,0
16363,9.849559210510572,9.849559210510574,Opel,Corsa,-4.309874213890406e-30,0
6780,9.47231994707559,9.47231994707559,Opel,Corsa,-4.309874213890406e-30,0
8504,9.301094735244646,9.301094735244648,Opel,Corsa,-4.309874213890406e-30,0
11411,9.20029003612268,9.200290036122682,Opel,Corsa,-4.309874213890406e-30,0
16486,10.021270588192511,10.021270588192513,Opel,Corsa,-4.309874213890406e-30,0
1860,9.769956159911606,9.769956159911608,Opel,Corsa,-4.309874213890406e-30,0
16683,10.257659366256743,10.257659366256744,Opel,Corsa,-4.309874213890406e-30,0
12614,9.612466578818832,9.612466578818834,Opel,Corsa,-4.309874213890406e-30,0
4471,9.235032984566555,9.235032984566557,Opel,Corsa,-4.309874213890406e-30,0
1502,9.740674462130217,9.740674462130219,Opel,Corsa,-4.309874213890406e-30,0
16483,10.021270588192511,10.021270588192513,Opel,Corsa,-4.309874213890406e-30,0
13887,9.795345393916424,9.795345393916428,Opel,Corsa,-4.309874213890406e-30,0
11200,9.846917201047734,9.846917201047736,Opel,Corsa,-4.309874213890406e-30,0
15490,10.03889218954233,10.038892189542333,Opel,Corsa,-4.309874213890406e-30,0
5063,10.077440859659566,10.077440859659568,Opel,Corsa,-4.309874213890406e-30,0
5155,9.61547209118311,9.615472091183111,Opel,Corsa,-4.309874213890406e-30,0
2896,9.392245175273795,9.392245175273798,Opel,Corsa,-4.309874213890406e-30,0
1216,9.578449693540579,9.57844969354058,Opel,Corsa,-4.309874213890406e-30,0
13484,8.83200393125627,8.832003931256272,Opel,Corsa,-4.309874213890406e-30,0
17425,9.726153537253213,9.726153537253214,Opel,Corsa,-4.309874213890406e-30,0
2046,10.12643108384767,10.126431083847672,Opel,Corsa,-4.309874213890406e-30,0
16835,10.184711314926863,10.184711314926865,Opel,Corsa,-4.309874213890406e-30,0
7727,10.307284603543595,10.307284603543598,Opel,Corsa,-4.309874213890406e-30,0
2247,10.146276856097172,10.146276856097172,Opel,Corsa,-4.309874213890406e-30,0
17474,10.03889218954233,10.038892189542333,Opel,Corsa,-4.309874213890406e-30,0
12236,9.286838342948908,9.28683834294891,Opel,Corsa,-4.309874213890406e-30,0
10777,9.61547209118311,9.615472091183111,Opel,Corsa,-4.309874213890406e-30,0
460,8.656955133791396,8.656955133791397,Opel,Corsa,-4.309874213890406e-30,0
13449,9.784140794903562,9.784140794903564,Opel,Corsa,-4.309874213890406e-30,0
14400,8.698681067461614,8.698681067461616,Opel,Corsa,-4.309874213890406e-30,0
11096,9.468851067127684,9.468851067127686,Opel,Corsa,-4.309874213890406e-30,0
17170,10.184711314926863,10.184711314926865,Opel,Corsa,-4.309874213890406e-30,0
5065,10.138362026726037,10.138362026726039,Opel,Corsa,-4.309874213890406e-30,0
14598,9.89822372286103,9.898223722861028,Opel,Crossland X,-3.1554436208840472e-30,0
7988,10.273325483001141,10.27332548300114,Opel,Crossland X,-3.1554436208840472e-30,0
16682,10.257659366256743,10.25765936625674,Opel,Crossland X,-3.1554436208840472e-30,0
8107,10.1226230824528,10.122623082452797,Opel,Crossland X,-3.1554436208840472e-30,0
16186,10.292145542327912,10.29214554232791,Opel,Crossland X,-3.1554436208840472e-30,0
4773,9.846917201047734,9.846917201047733,Opel,Crossland X,-3.1554436208840472e-30,0
1503,9.740674462130217,9.740674462130215,Opel,Crossland X,-3.1554436208840472e-30,0
14651,9.506734385029985,9.506734385029983,Opel,Crossland X,-3.1554436208840472e-30,0
16918,9.673759873344903,9.6737598733449,Opel,Crossland X,-3.1554436208840472e-30,0
14094,10.401227936753463,10.401227936753461,Opel,Crossland X,-3.1554436208840472e-30,0
10102,10.04107321548869,10.041073215488689,Opel,Crossland X,-3.1554436208840472e-30,0
3672,10.326956285083867,10.326956285083865,Opel,Crossland X,-3.1554436208840472e-30,0
12759,9.792555991828847,9.792555991828845,Opel,Crossland X,-3.1554436208840472e-30,0
13097,9.851931065621725,9.851931065621724,Opel,Crossland X,-3.1554436208840472e-30,0
3790,10.302263672493496,10.302263672493494,Opel,Crossland X,-3.1554436208840472e-30,0
16686,10.239959789157341,10.23995978915734,Opel,Crossland X,-3.1554436208840472e-30,0
9886,9.795345393916424,9.795345393916422,Opel,Crossland X,-3.1554436208840472e-30,0
6785,9.849559210510572,9.84955921051057,Opel,Crossland X,-3.1554436208840472e-30,0
4528,10.04107321548869,10.041073215488689,Opel,Crossland X,-3.1554436208840472e-30,0
4739,9.993693820422276,9.993693820422274,Opel,Crossland X,-3.1554436208840472e-30,0
6433,10.108059718264903,10.1080597182649,Opel,Crossland X,-3.1554436208840472e-30,0
7680,10.79947353106992,10.799473531069923,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
8135,11.034809015613943,11.034809015613945,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
8853,10.689669599063263,10.689669599063263,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
5840,10.645305842559727,10.645305842559731,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
5825,11.049301442688533,11.049301442688535,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
8108,10.690807903113322,10.690807903113322,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
4949,11.156107653683586,11.156107653683591,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
8569,10.777914080311584,10.777914080311582,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
12871,10.858036996527373,10.858036996527375,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
12582,10.8187777840767,10.8187777840767,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
17228,10.517320926376348,10.517320926376344,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
5267,10.712193073730345,10.712193073730347,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
11599,10.708846723703001,10.708846723703003,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
9432,11.00126616045566,11.001266160455664,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
17172,10.338511462885837,10.338511462885839,Mercedes-benz,GLC Class,-6.731613057885967e-30,0
6824,9.738023112808596,9.738023112808598,Mercedes-benz,A Class,-0.0005359374983590187,0
5379,10.78816377064094,10.788163770640939,Mercedes-benz,A Class,-0.0005359374983590187,0
5799,10.183011437286446,10.183011437286446,Mercedes-benz,A Class,-0.0005359374983590187,0
5672,10.12643108384767,10.12643108384767,Mercedes-benz,A Class,-0.0005359374983590187,0
10518,9.784140794903562,9.784140794903564,Mercedes-benz,A Class,-0.0005359374983590187,0
2026,9.949893925350283,9.949893925350285,Mercedes-benz,A Class,-0.0005359374983590187,0
14487,10.432644132986843,10.432644132986843,Mercedes-benz,A Class,-0.0005359374983590187,0
2355,9.846917201047734,9.846917201047736,Mercedes-benz,A Class,-0.0005359374983590187,0
15901,10.784751962486604,10.784751962486604,Mercedes-benz,A Class,-0.0005359374983590187,0
6640,10.16199824768763,10.16199824768763,Mercedes-benz,A Class,-0.0005359374983590187,0
17286,9.67721410821299,9.677214108212992,Mercedes-benz,A Class,-0.0005359374983590187,0
1786,10.667791927412402,10.667791927412399,Mercedes-benz,A Class,-0.0005359374983590187,0
14609,10.432644132986843,10.432644132986843,Mercedes-benz,A Class,-0.0005359374983590187,0
9233,9.735068900911164,9.735068900911166,Mercedes-benz,A Class,-0.0005359374983590187,0
3605,10.968112078915977,10.968112078915977,Mercedes-benz,A Class,-0.0005359374983590187,0
1976,10.595383951194421,10.595383951194421,Mercedes-benz,A Class,-0.0005359374983590187,0
26,9.90098442231801,9.90098442231801,Mercedes-benz,A Class,-0.0005359374983590187,0
15931,10.735309127783832,10.73530912778383,Mercedes-benz,A Class,-0.0005359374983590187,0
4166,10.461673747661957,10.461673747661958,Mercedes-benz,A Class,-0.0005359374983590187,0
1072,9.90098442231801,9.90098442231801,Mercedes-benz,A Class,-0.0005359374983590187,0
10783,10.905038128361106,11.045856051365543,Mercedes-benz,A Class,-0.0005359374983590187,0
23,10.34158118013602,10.34158118013602,Mercedes-benz,A Class,-0.0005359374983590187,0
8498,10.201738576337144,10.201738576337144,Mercedes-benz,A Class,-0.0005359374983590187,0
11939,9.612466578818832,9.612466578818834,Mercedes-benz,A Class,-0.0005359374983590187,0
2286,9.949893925350283,9.949893925350285,Mercedes-benz,A Class,-0.0005359374983590187,0
12583,10.201738576337144,10.201738576337146,Mercedes-benz,A Class,-0.0005359374983590187,0
2756,9.90098442231801,9.90098442231801,Mercedes-benz,A Class,-0.0005359374983590187,0
7465,9.945109227226947,9.945109227226947,Mercedes-benz,A Class,-0.0005359374983590187,0
9828,10.461673747661957,10.461673747661957,Mercedes-benz,A Class,-0.0005359374983590187,0
12102,10.083723602839061,10.083723602839061,Mercedes-benz,A Class,-0.0005359374983590187,0
7171,8.496990484098719,8.496990484098719,Mercedes-benz,A Class,-0.0005359374983590187,0
6575,9.947504437952903,9.947504437952903,Mercedes-benz,A Class,-0.0005359374983590187,0
3488,10.12643108384767,10.126431083847672,Mercedes-benz,A Class,-0.0005359374983590187,0
7849,10.42969427834042,10.42969427834042,Mercedes-benz,A Class,-0.0005359374983590187,0
1770,10.93221371374007,10.932213713740072,Mercedes-benz,A Class,-0.0005359374983590187,0
15330,9.90098442231801,9.90098442231801,Mercedes-benz,A Class,-0.0005359374983590187,0
10092,9.952039593118293,9.952039593118295,Mercedes-benz,A Class,-0.0005359374983590187,0
5532,11.081373022098745,11.081373022098745,Mercedes-benz,E Class,-0.00017253956730160772,0
5026,9.185022563991893,9.185022563991891,Mercedes-benz,E Class,-0.00017253956730160772,0
2767,10.949928968875328,10.949928968875328,Mercedes-benz,E Class,-0.00017253956730160772,0
14328,11.154820928221902,11.154820928221902,Mercedes-benz,E Class,-0.00017253956730160772,0
3714,9.468851067127684,9.468851067127682,Mercedes-benz,E Class,-0.00017253956730160772,0
9591,10.518538047359652,10.518538047359652,Mercedes-benz,E Class,-0.00017253956730160772,0
9495,9.388486557359657,9.388486557359656,Mercedes-benz,E Class,-0.00017253956730160772,0
17204,10.689669599063263,10.689669599063263,Mercedes-benz,E Class,-0.00017253956730160772,0
6502,10.34158118013602,10.34158118013602,Mercedes-benz,E Class,-0.00017253956730160772,0
10272,11.450518004841612,11.51752942111277,Mercedes-benz,E Class,-0.00017253956730160772,0
206,10.620107089281216,10.620107089281216,Mercedes-benz,E Class,-0.00017253956730160772,0
9079,9.429475901892854,9.429475901892854,Mercedes-benz,E Class,-0.00017253956730160772,0
5669,9.74090979777877,9.740909797778768,Mercedes-benz,E Class,-0.00017253956730160772,0
10549,9.54287630006159,9.542876300061588,Mercedes-benz,E Class,-0.00017253956730160772,0
11833,10.858036996527373,10.858036996527373,Mercedes-benz,E Class,-0.00017253956730160772,0
991,9.069928218259438,9.069928218259436,Mercedes-benz,E Class,-0.00017253956730160772,0
9145,9.90098442231801,9.900984422318007,Mercedes-benz,E Class,-0.00017253956730160772,0
1915,10.595383951194421,10.59538395119442,Mercedes-benz,E Class,-0.00017253956730160772,0
2508,7.762170607138205,7.762170607138205,Mercedes-benz,E Class,-0.00017253956730160772,0
10840,8.699348067653093,8.699348067653093,Mercedes-benz,E Class,-0.00017253956730160772,0
3387,9.468851067127684,9.468851067127682,Mercedes-benz,E Class,-0.00017253956730160772,0
6003,10.858036996527373,10.858036996527373,Mercedes-benz,E Class,-0.00017253956730160772,0
2631,10.46296047312364,10.46296047312364,Mercedes-benz,E Class,-0.00017253956730160772,0
7016,10.914178959831768,10.914178959831768,Mercedes-benz,E Class,-0.00017253956730160772,0
14681,9.468851067127684,9.468851067127684,Mercedes-benz,E Class,-0.00017253956730160772,0
2334,10.595383951194421,10.595383951194421,Mercedes-benz,E Class,-0.00017253956730160772,0
2745,9.543163100092235,9.543163100092237,Mercedes-benz,E Class,-0.00017253956730160772,0
381,10.544024782823776,10.544024782823776,Mercedes-benz,E Class,-0.00017253956730160772,0
14128,9.674074388208323,9.674074388208322,Mercedes-benz,E Class,-0.00017253956730160772,0
5135,10.708846723703001,10.708846723703,Mercedes-benz,E Class,-0.00017253956730160772,0
1930,9.392661928770137,9.392661928770135,Mercedes-benz,E Class,-0.00017253956730160772,0
2062,9.792555991828847,9.792555991828845,Mercedes-benz,E Class,-0.00017253956730160772,0
12709,10.124629101179664,10.124629101179663,Mercedes-benz,E Class,-0.00017253956730160772,0
13932,10.083723602839061,10.083723602839061,Mercedes-benz,E Class,-0.00017253956730160772,0
2022,10.201738576337144,10.201738576337144,Mercedes-benz,E Class,-0.00017253956730160772,0
5687,10.644233711895351,10.644233711895351,Mercedes-benz,E Class,-0.00017253956730160772,0
10575,10.542706391070517,10.542706391070519,Mercedes-benz,E Class,-0.00017253956730160772,0
3834,10.666627104916108,10.666627104916108,Mercedes-benz,E Class,-0.00017253956730160772,0
4268,9.740733301234702,9.7407333012347,Mercedes-benz,E Class,-0.00017253956730160772,0
16391,9.846917201047734,9.846917201047733,Mercedes-benz,E Class,-0.00017253956730160772,0
4614,10.370204536676056,10.370204536676056,Mercedes-benz,E Class,-0.00017253956730160772,0
10350,10.271596874100524,10.271596874100524,Mercedes-benz,E Class,-0.00017253956730160772,0
14326,10.689669599063263,10.689669599063263,Mercedes-benz,E Class,-0.00017253956730160772,0
4173,10.463074768634808,10.463074768634808,Mercedes-benz,E Class,-0.00017253956730160772,0
9983,9.796737182589247,9.796737182589245,Mercedes-benz,E Class,-0.00017253956730160772,0
7561,10.308785980087194,10.308785980087194,Mercedes-benz,E Class,-0.00017253956730160772,0
9184,10.713306039899766,10.713306039899766,Mercedes-benz,E Class,-0.00017253956730160772,0
832,10.73617926053397,10.736179260533971,Mercedes-benz,E Class,-0.00017253956730160772,0
15738,9.998343083548807,9.998343083548807,Mercedes-benz,E Class,-0.00017253956730160772,0
11652,9.612466578818832,9.61246657881883,Mercedes-benz,E Class,-0.00017253956730160772,0
1785,10.595283821025117,10.595283821025117,Mercedes-benz,E Class,-0.00017253956730160772,0
6350,10.124629101179664,10.12462910117966,Mercedes-benz,E Class,-0.00017253956730160772,0
9799,9.543234787249512,9.54323478724951,Mercedes-benz,E Class,-0.00017253956730160772,0
604,10.777914080311584,10.708045026299217,Mercedes-benz,E Class,-0.00017253956730160772,0
12576,11.155535980093628,11.15553598009363,Mercedes-benz,E Class,-0.00017253956730160772,0
16325,10.941995917134532,10.89401941073723,Mercedes-benz,E Class,-0.00017253956730160772,0
17509,11.034082887057288,11.034082887057288,Mercedes-benz,E Class,-0.00017253956730160772,0
3383,8.973984926689743,8.973984926689742,Mercedes-benz,E Class,-0.00017253956730160772,0
8511,10.365648004320837,10.365648004320835,Mercedes-benz,E Class,-0.00017253956730160772,0
5182,10.48849257447637,10.48849257447637,Mercedes-benz,E Class,-0.00017253956730160772,0
1977,10.713306039899766,10.713306039899766,Mercedes-benz,E Class,-0.00017253956730160772,0
12973,11.112373268722708,11.064396762325405,Mercedes-benz,E Class,-0.00017253956730160772,0
16235,11.080602902692181,11.080602902692181,Mercedes-benz,E Class,-0.00017253956730160772,0
17355,9.996522418503318,9.996522418503318,Mercedes-benz,E Class,-0.00017253956730160772,0
13988,10.949928968875328,10.949928968875328,Mercedes-benz,E Class,-0.00017253956730160772,0
2167,9.67721410821299,9.677214108212988,Mercedes-benz,E Class,-0.00017253956730160772,0
15191,10.777914080311584,10.777914080311584,Mercedes-benz,E Class,-0.00017253956730160772,0
7261,10.712193073730345,10.712193073730345,Mercedes-benz,E Class,-0.00017253956730160772,0
1210,10.388841510328449,10.388841510328449,Mercedes-benz,E Class,-0.00017253956730160772,0
5183,10.431170293368542,10.431170293368542,Mercedes-benz,E Class,-0.00017253956730160772,0
16840,10.667791927412402,10.667791927412402,Mercedes-benz,E Class,-0.00017253956730160772,0
5810,10.777914080311584,10.777914080311586,Mercedes-benz,E Class,-0.00017253956730160772,0
11947,9.528794103094718,9.528794103094718,Mercedes-benz,E Class,-0.00017253956730160772,0
6597,10.914178959831768,10.91417895983177,Mercedes-benz,E Class,-0.00017253956730160772,0
1500,9.90098442231801,9.900984422318011,Mercedes-benz,E Class,-0.00017253956730160772,0
6977,10.461673747661957,10.461673747661957,Mercedes-benz,E Class,-0.00017253956730160772,0
12453,10.432644132986843,10.432644132986843,Mercedes-benz,E Class,-0.00017253956730160772,0
10785,10.755666338943039,10.755666338943039,Mercedes-benz,E Class,-0.00017253956730160772,0
11527,9.543234787249512,9.543234787249512,Mercedes-benz,E Class,-0.00017253956730160772,0
7357,10.644233711895351,10.644233711895351,Mercedes-benz,E Class,-0.00017253956730160772,0
2875,10.491135318903403,10.491135318903403,Mercedes-benz,E Class,-0.00017253956730160772,0
16773,9.798071479779479,9.798071479779479,Mercedes-benz,C Class,-1.8447208860552892e-30,0
12529,9.949893925350283,9.949893925350283,Mercedes-benz,C Class,-1.8447208860552892e-30,0
11674,10.402746539930654,10.402746539930655,Mercedes-benz,C Class,-1.8447208860552892e-30,0
5084,10.595383951194421,10.595383951194423,Mercedes-benz,C Class,-1.8447208860552892e-30,0
3994,10.124629101179664,10.124629101179664,Mercedes-benz,C Class,-1.8447208860552892e-30,0
5745,10.203406942652387,10.203406942652387,Mercedes-benz,C Class,-1.8447208860552892e-30,0
4784,11.072138831984212,11.072138831984214,Mercedes-benz,C Class,-1.8447208860552892e-30,0
16921,10.967335848767897,10.967335848767899,Mercedes-benz,C Class,-1.8447208860552892e-30,0
7607,11.018858625019192,11.018858625019194,Mercedes-benz,C Class,-1.8447208860552892e-30,0
12808,10.341710224882465,10.341710224882465,Mercedes-benz,C Class,-1.8447208860552892e-30,0
