,id,make,model,true,predict,score,alpha_value,trainScore
841,3089986,Hyundai,Tucson,9.903437551286085,9.89955207514745,-0.030046983020572484,1,0.016506191234703777
17097,3169168,Volkswagen,Passat,10.238172478583245,10.108019448609262,-0.030046983020572484,1,0.016506191234703777
7863,3150886,Nissan,Qashqai,10.18282238350008,10.17912499256,-0.030046983020572484,1,0.016506191234703777
9847,3155499,Peugeot,2008,10.595383951194421,10.501357729548277,-0.030046983020572484,1,0.016506191234703777
9965,3155721,Hyundai,Tucson,9.998797732340453,10.071325865552843,-0.030046983020572484,1,0.016506191234703777
8871,3153217,Toyota,Rav4,9.61547209118311,9.488729265240062,-0.030046983020572484,1,0.016506191234703777
11971,3160035,Skoda,Octavia,10.06475570013225,10.163758250174743,-0.030046983020572484,1,0.016506191234703777
10790,3157450,Audi,A5,10.404111313817522,10.297577797425536,-0.030046983020572484,1,0.016506191234703777
2978,3103040,Kia,Ceed,9.433083843269053,9.269153854900022,-0.030046983020572484,1,0.016506191234703777
1038,3091331,Ford,Focus,10.04107321548869,9.979623956631194,-0.030046983020572484,1,0.016506191234703777
3083,3103537,Mercedes-benz,C Class,10.232755327808727,10.371559977437375,-0.030046983020572484,1,0.016506191234703777
16318,3167921,Volkswagen,Tiguan,10.461673747661957,10.420748486077853,-0.030046983020572484,1,0.016506191234703777
15705,3166961,Opel,Astra,8.852950887099581,9.018543711636399,-0.030046983020572484,1,0.016506191234703777
11699,3159526,Renault,Clio,9.209840246934501,9.269869065543018,-0.030046983020572484,1,0.016506191234703777
4653,3133222,Ford,Mondeo,9.612466578818832,9.585991048944942,-0.030046983020572484,1,0.016506191234703777
16482,3168166,Opel,Corsa,10.021270588192511,10.131732438891966,-0.030046983020572484,1,0.016506191234703777
7024,3140310,Skoda,Octavia,9.877913301416697,9.950206643325247,-0.030046983020572484,1,0.016506191234703777
17348,3169558,Volkswagen,Polo,9.205327830152639,9.114241888945868,-0.030046983020572484,1,0.016506191234703777
14434,3164773,Skoda,Fabia,9.539644119118783,9.458677306134982,-0.030046983020572484,1,0.016506191234703777
2712,3101678,Ford,Focus,10.363030408174957,10.313497360834097,-0.030046983020572484,1,0.016506191234703777
3827,3107655,Hyundai,Tucson,9.740733301234702,9.786986805921844,-0.030046983020572484,1,0.016506191234703777
15381,3166358,Toyota,C-HR,10.275051108968611,10.214865344487478,-0.030046983020572484,1,0.016506191234703777
15895,3167241,Skoda,Fabia,9.708080756193517,9.573698276285938,-0.030046983020572484,1,0.016506191234703777
13599,3163239,Volkswagen,Passat,10.236381967809457,10.094598079368959,-0.030046983020572484,1,0.016506191234703777
9752,3155286,Ford,Kuga,10.146433731146518,10.171106364789077,-0.030046983020572484,1,0.016506191234703777
10193,3156178,Volkswagen,Golf,9.79784922051313,9.916443237225918,-0.030046983020572484,1,0.016506191234703777
15713,3166972,Nissan,Note,8.955448122347393,9.052770634779202,-0.030046983020572484,1,0.016506191234703777
15564,3166734,Ford,Fiesta,9.849559210510572,9.723828879103191,-0.030046983020572484,1,0.016506191234703777
3870,3107823,Ford,Fiesta,9.099408811268901,9.097632839226447,-0.030046983020572484,1,0.016506191234703777
1967,3097562,Peugeot,208,9.164296433474776,9.31317288553981,-0.030046983020572484,1,0.016506191234703777
14901,3165540,Peugeot,3008,10.221941283654663,10.333814369767744,-0.030046983020572484,1,0.016506191234703777
15351,3166311,Peugeot,3008,10.595383951194421,10.535111610781758,-0.030046983020572484,1,0.016506191234703777
12923,3161884,Peugeot,Partner,9.543234787249512,9.579783708472881,-0.030046983020572484,1,0.016506191234703777
65,3084780,Audi,A3,9.738023112808596,9.709273986376497,-0.030046983020572484,1,0.016506191234703777
632,3088501,Skoda,Superb,9.67721410821299,9.648060812764836,-0.030046983020572484,1,0.016506191234703777
13473,3162992,Bmw,1 Series,10.085600754292345,9.765611544029351,-0.030046983020572484,1,0.016506191234703777
4596,3133078,Nissan,Qashqai,10.621205387030278,10.516791344102092,-0.030046983020572484,1,0.016506191234703777
4230,3109773,Nissan,X-Trail,10.271596874100524,10.037635360360271,-0.030046983020572484,1,0.016506191234703777
3442,3105356,Hyundai,ix35,9.093806555720231,8.930588725437728,-0.030046983020572484,1,0.016506191234703777
5148,3134789,Nissan,Serena,9.53892443574839,9.672047441884246,-0.030046983020572484,1,0.016506191234703777
13915,3163787,Bmw,1 Series,9.612466578818832,9.498901974725017,-0.030046983020572484,1,0.016506191234703777
10796,3157465,Nissan,Qashqai,10.201738576337144,10.147348514637116,-0.030046983020572484,1,0.016506191234703777
5415,3135641,Audi,A6,10.868092144688834,10.968835836466356,-0.030046983020572484,1,0.016506191234703777
7806,3150745,Renault,Megane,9.795345393916424,9.710588463969478,-0.030046983020572484,1,0.016506191234703777
14680,3165187,Volkswagen,Golf,11.111701351119319,11.147357048915717,-0.030046983020572484,1,0.016506191234703777
147,3085282,Volkswagen,Golf,9.875602349046593,9.976642442841769,-0.030046983020572484,1,0.016506191234703777
8514,3152349,Kia,Ceed,9.898475010712584,9.880160939218744,-0.030046983020572484,1,0.016506191234703777
8650,3152695,Mercedes-benz,C Class,10.308919326755392,10.18000459709523,-0.030046983020572484,1,0.016506191234703777
11024,3157930,Nissan,Note,9.615138591096644,9.50945713687431,-0.030046983020572484,1,0.016506191234703777
8867,3153204,Volkswagen,Passat,9.612466578818832,9.464775152334056,-0.030046983020572484,1,0.016506191234703777
4716,3133394,Bmw,5 Series,10.126591103050316,10.079946796140595,-0.030046983020572484,1,0.016506191234703777
6573,3138911,Honda,Fit,9.388486557359657,9.349718822100623,-0.030046983020572484,1,0.016506191234703777
1570,3094956,Citroen,Grand C4 Picasso,9.740674462130217,9.50872583297619,-0.030046983020572484,1,0.016506191234703777
5489,3135785,Renault,Kadjar,10.221577581159291,10.068785566831194,-0.030046983020572484,1,0.016506191234703777
4714,3133391,Ford,Focus,9.158520623246385,9.085578690050205,-0.030046983020572484,1,0.016506191234703777
6848,3139802,Seat,Leon,9.994241915804592,10.144635852296679,-0.030046983020572484,1,0.016506191234703777
12347,3160735,Skoda,Karoq,10.477287975463508,10.660968022985877,-0.030046983020572484,1,0.016506191234703777
5362,3135503,Mazda,Mazda6,9.453286550586572,9.6155262187415,-0.030046983020572484,1,0.016506191234703777
2504,3100497,Audi,A4,9.388486557359657,9.065223702424044,-0.030046983020572484,1,0.016506191234703777
4144,3109308,Renault,Clio,9.898475010712584,9.866319845488126,-0.030046983020572484,1,0.016506191234703777
5225,3135056,Bmw,2 Series,9.711115659888671,9.691093715905218,-0.030046983020572484,1,0.016506191234703777
4521,3114917,Honda,Fit,9.429475901892854,9.381692304671484,-0.030046983020572484,1,0.016506191234703777
5995,3137339,Nissan,Qashqai,10.12643108384767,10.138762839131486,-0.030046983020572484,1,0.016506191234703777
13154,3162314,Hyundai,Tucson,10.274878680310541,10.219956977131954,-0.030046983020572484,1,0.016506191234703777
15990,3167380,Suzuki,Swift,9.791997176502765,9.755156156438195,-0.030046983020572484,1,0.016506191234703777
10813,3157489,Audi,A5,10.201738576337144,10.0019304521554,-0.030046983020572484,1,0.016506191234703777
3465,3105457,Volkswagen,Golf,10.201738576337144,10.086339539552863,-0.030046983020572484,1,0.016506191234703777
8680,3152756,Volkswagen,Passat,9.946930110378965,9.813152604927154,-0.030046983020572484,1,0.016506191234703777
9209,3154026,Nissan,Qashqai,9.99857043378282,9.894560433158453,-0.030046983020572484,1,0.016506191234703777
4874,3133857,Volkswagen,Passat,9.740674462130217,9.611078878178493,-0.030046983020572484,1,0.016506191234703777
274,3086105,Audi,A3,10.165659490817816,9.917800919363167,-0.030046983020572484,1,0.016506191234703777
4499,3114833,Audi,Q3,10.87297776087786,10.93432458091239,-0.030046983020572484,1,0.016506191234703777
6510,3138733,Land,ROVER Discovery Sport,10.713306039899766,10.513881708686975,-0.030046983020572484,1,0.016506191234703777
1903,3097210,Mercedes-benz,C Class,11.007220043898808,10.882073889487147,-0.030046983020572484,1,0.016506191234703777
1107,3091740,Kia,Sportage,10.515966830028619,10.553477218914155,-0.030046983020572484,1,0.016506191234703777
16365,3167985,Hyundai,i20,9.79784922051313,9.969774315676064,-0.030046983020572484,1,0.016506191234703777
5970,3137280,Ford,S-Max,9.90323752128092,9.439124480373183,-0.030046983020572484,1,0.016506191234703777
1482,3100990,Skoda,Kodiaq,10.932660441466956,11.067513564238642,-0.030046983020572484,1,0.016506191234703777
12016,3160113,Renault,Clio,9.825255704266555,9.80098971328821,-0.030046983020572484,1,0.016506191234703777
7791,3150716,Mercedes-benz,E Class,10.544024782823776,10.569328234609344,-0.030046983020572484,1,0.016506191234703777
10761,3157398,Mercedes-benz,CLA Class,10.04107321548869,10.019845480719688,-0.030046983020572484,1,0.016506191234703777
3380,3105036,Toyota,Yaris,8.293799608846818,8.398238534078418,-0.030046983020572484,1,0.016506191234703777
11305,3158700,Toyota,Corolla,10.163926888594034,10.350342043774733,-0.030046983020572484,1,0.016506191234703777
12813,3161647,Toyota,C-HR,10.2396025825095,10.397505694458856,-0.030046983020572484,1,0.016506191234703777
12070,3160198,Volkswagen,Golf,9.047821442478408,8.759640120586608,-0.030046983020572484,1,0.016506191234703777
10712,3157310,Seat,Ateca,10.04107321548869,10.120861332251609,-0.030046983020572484,1,0.016506191234703777
15559,3166710,Peugeot,3008,10.633328217032549,10.473678502357103,-0.030046983020572484,1,0.016506191234703777
4024,3108778,Bmw,3 Series,9.612466578818832,8.17698641776412,-0.030046983020572484,1,0.016506191234703777
11665,3159432,Volkswagen,Polo,9.79784922051313,9.543806827356269,-0.030046983020572484,1,0.016506191234703777
16917,3168821,Toyota,Avensis,7.24422751560335,7.855976387135281,-0.030046983020572484,1,0.016506191234703777
7226,3140918,Volkswagen,Passat,9.836278802842678,9.875849121866072,-0.030046983020572484,1,0.016506191234703777
12835,3161689,Volkswagen,Passat,9.305650551780507,9.163904222607746,-0.030046983020572484,1,0.016506191234703777
3944,3108158,Mercedes-benz,CLA Class,10.201738576337144,10.250316056913398,-0.030046983020572484,1,0.016506191234703777
3527,3105892,Audi,A3,10.126631103850338,9.921795851628792,-0.030046983020572484,1,0.016506191234703777
2418,3100105,Citroen,Grand C4 Picasso,9.581903928408666,9.705416201710786,-0.030046983020572484,1,0.016506191234703777
15266,3166193,Peugeot,5008,9.468851067127684,10.137070767985353,-0.030046983020572484,1,0.016506191234703777
8621,3152636,Skoda,Superb,8.45531778769815,8.472848398264475,-0.030046983020572484,1,0.016506191234703777
935,3090730,Mazda,Mazda6,9.546455401949554,9.785634493302531,-0.030046983020572484,1,0.016506191234703777
14946,3165617,Citroen,Grand C4 Picasso,10.221759448941915,10.066682537584931,-0.030046983020572484,1,0.016506191234703777
5084,3134560,Mercedes-benz,C Class,10.595383951194421,10.690794887291318,-0.030046983020572484,1,0.016506191234703777
3943,3108143,Audi,A5,10.271596874100524,9.721571905690855,-0.030046983020572484,1,0.016506191234703777
10522,3156879,Toyota,C-HR,10.292145542327912,10.421762277394466,-0.030046983020572484,1,0.016506191234703777
1159,3092175,Skoda,Karoq,10.323841273138044,10.32360430718154,-0.030046983020572484,1,0.016506191234703777
4834,3133775,Ford,Kuga,10.146237633489257,10.086703137241573,-0.030046983020572484,1,0.016506191234703777
6422,3138489,Ford,Mondeo,9.925444719888171,9.839814077206475,-0.030046983020572484,1,0.016506191234703777
4985,3134230,Bmw,5 Series,10.274878680310541,10.226906510628789,-0.030046983020572484,1,0.016506191234703777
8832,3153123,Kia,Sorento,10.404111313817522,10.343190497968621,-0.030046983020572484,1,0.016506191234703777
15987,3167376,Volkswagen,Polo,9.412464556066316,9.279002086371973,-0.030046983020572484,1,0.016506191234703777
14298,3164552,Audi,A3,9.798071479779479,9.757690247584275,-0.030046983020572484,1,0.016506191234703777
12921,3161880,Kia,Sportage,10.043032079974024,9.998269973858836,-0.030046983020572484,1,0.016506191234703777
9964,3155720,Volkswagen,Tiguan,10.371927459805681,10.251681270025133,-0.030046983020572484,1,0.016506191234703777
10062,3155907,Volkswagen,Passat,10.201738576337144,10.004507719034983,-0.030046983020572484,1,0.016506191234703777
15196,3166054,Renault,Clio,9.388486557359657,9.414322856906884,-0.030046983020572484,1,0.016506191234703777
1810,3096558,Toyota,Auris,9.345745008982385,9.167663290186296,-0.030046983020572484,1,0.016506191234703777
13272,3162509,Nissan,Qashqai,9.388486557359657,9.195186331176703,-0.030046983020572484,1,0.016506191234703777
14400,3164722,Opel,Corsa,8.698681067461614,8.925196718295519,-0.030046983020572484,1,0.016506191234703777
1909,3097238,Suzuki,Vitara,10.293331279741336,10.638607182257436,-0.030046983020572484,1,0.016506191234703777
4266,3109890,Audi,A3,9.940301525658844,9.94199455421267,-0.030046983020572484,1,0.016506191234703777
11848,3159791,Volkswagen,Tiguan,10.735309127783832,10.599080031856618,-0.030046983020572484,1,0.016506191234703777
7813,3150757,Ford,Focus,9.51044496442652,9.496075756891186,-0.030046983020572484,1,0.016506191234703777
15519,3166653,Hyundai,Tucson,10.477287975463508,10.45807244008902,-0.030046983020572484,1,0.016506191234703777
16849,3168723,Audi,A4,10.702120240942051,10.762973390694636,-0.030046983020572484,1,0.016506191234703777
2686,3101540,Renault,Megane,10.146433731146518,10.191230899474569,-0.030046983020572484,1,0.016506191234703777
9096,3153696,Hyundai,Tucson,10.679228031399926,10.975681580493786,-0.030046983020572484,1,0.016506191234703777
6673,3139182,Bmw,X5,11.12652741957929,11.14118148086683,-0.030046983020572484,1,0.016506191234703777
7963,3151103,Audi,A6,10.239781201782993,10.035626794731034,-0.030046983020572484,1,0.016506191234703777
6149,3137677,Ford,Transit Custom,9.72913416539135,9.797616337346138,-0.030046983020572484,1,0.016506191234703777
10387,3156627,Ford,Fiesta,9.528794103094718,9.643201284214152,-0.030046983020572484,1,0.016506191234703777
14231,3164450,Ford,Transit Custom,9.345745008982385,9.509175779309706,-0.030046983020572484,1,0.016506191234703777
12700,3161361,Bmw,3 Series,10.083723602839061,9.837053044897834,-0.030046983020572484,1,0.016506191234703777
13520,3163099,Volkswagen,Golf,8.980927207648378,9.102586383586086,-0.030046983020572484,1,0.016506191234703777
1697,3095803,Nissan,Qashqai,10.081633737919603,9.916953056872055,-0.030046983020572484,1,0.016506191234703777
464,3087349,Hyundai,i20,9.74090979777877,9.842476414137494,-0.030046983020572484,1,0.016506191234703777
6324,3138174,Opel,Astra,9.67721410821299,9.51995082034557,-0.030046983020572484,1,0.016506191234703777
12387,3160797,Hyundai,Tucson,7.718685495198466,9.035602520462419,-0.030046983020572484,1,0.016506191234703777
10751,3157375,Volkswagen,Polo,10.03889218954233,9.887216233300924,-0.030046983020572484,1,0.016506191234703777
14158,3164303,Nissan,Qashqai,10.081005925824062,9.94368898954028,-0.030046983020572484,1,0.016506191234703777
15698,3166947,Ford,Fiesta,8.955577146281511,9.175548836626485,-0.030046983020572484,1,0.016506191234703777
15356,3166319,Volkswagen,Touareg,10.596384701840863,11.183017395322569,-0.030046983020572484,1,0.016506191234703777
3256,3104425,Bmw,5 Series,10.126591103050316,10.175487043834353,-0.030046983020572484,1,0.016506191234703777
6186,3137791,Hyundai,Tucson,9.973246796950981,10.092782688674225,-0.030046983020572484,1,0.016506191234703777
14706,3165232,Bmw,X5,11.00126616045566,10.804793726145439,-0.030046983020572484,1,0.016506191234703777
16865,3168743,Audi,A1,9.153770020487789,9.12929145930237,-0.030046983020572484,1,0.016506191234703777
15988,3167378,Volkswagen,Polo,9.432683603119623,9.378554241975094,-0.030046983020572484,1,0.016506191234703777
3819,3107625,Volkswagen,Touran,10.426735696300677,10.181717124060631,-0.030046983020572484,1,0.016506191234703777
1181,3092327,Volkswagen,Golf,9.79784922051313,9.867678755590804,-0.030046983020572484,1,0.016506191234703777
12257,3160552,Bmw,2 Series,10.04107321548869,9.908933586354577,-0.030046983020572484,1,0.016506191234703777
4489,3114796,Volkswagen,T-Roc,10.461673747661957,10.4877295687379,-0.030046983020572484,1,0.016506191234703777
3919,3108021,Hyundai,i10,9.676900579444158,9.778091880255728,-0.030046983020572484,1,0.016506191234703777
39,3084616,Volkswagen,Golf,9.849559210510572,9.937423559424316,-0.030046983020572484,1,0.016506191234703777
11039,3157958,Volkswagen,Polo,9.795345393916424,9.689503167773543,-0.030046983020572484,1,0.016506191234703777
7122,3140609,Bmw,5 Series,9.708080756193517,9.79109948794164,-0.030046983020572484,1,0.016506191234703777
2382,3099909,Opel,Astra,9.543234787249512,9.508358453134775,-0.030046983020572484,1,0.016506191234703777
15224,3166114,Mitsubishi,Outlander,9.95208722237219,9.981411868655584,-0.030046983020572484,1,0.016506191234703777
16196,3167731,Bmw,5 Series,9.949893925350283,10.214719418796049,-0.030046983020572484,1,0.016506191234703777
567,3088219,Audi,A6,9.543234787249512,9.424272125609669,-0.030046983020572484,1,0.016506191234703777
2680,3101513,Volkswagen,Golf,9.296518068217235,9.518294963073537,-0.030046983020572484,1,0.016506191234703777
6751,3139486,Peugeot,Partner,10.477287975463508,10.224560071005122,-0.030046983020572484,1,0.016506191234703777
12392,3160804,Hyundai,i30,9.185022563991893,9.302104862252737,-0.030046983020572484,1,0.016506191234703777
6084,3137516,Mazda,Mazda3,9.795345393916424,9.89043247946914,-0.030046983020572484,1,0.016506191234703777
10948,3157783,Nissan,Note,9.47231994707559,9.51342927789867,-0.030046983020572484,1,0.016506191234703777
12789,3161595,Volkswagen,Golf,9.159047077588632,9.046182098280152,-0.030046983020572484,1,0.016506191234703777
5353,3135480,Volkswagen,Polo,9.185022563991893,9.264725653407634,-0.030046983020572484,1,0.016506191234703777
17074,3169139,Volkswagen,Polo,9.336973022909548,9.036432304887306,-0.030046983020572484,1,0.016506191234703777
4442,3111043,Audi,A1,9.546455401949554,9.435391867669015,-0.030046983020572484,1,0.016506191234703777
6925,3140032,Toyota,Aqua,9.371608519572305,9.352430369230978,-0.030046983020572484,1,0.016506191234703777
5659,3136290,Ford,Fiesta,9.903487552536127,9.957207637317506,-0.030046983020572484,1,0.016506191234703777
11558,3159211,Hyundai,Tucson,10.584055950889214,10.608100449185558,-0.030046983020572484,1,0.016506191234703777
11102,3158086,Bmw,5 Series,10.124629101179664,10.091860173831753,-0.030046983020572484,1,0.016506191234703777
4305,3110461,Audi,A4,10.558413520275876,10.49895708735436,-0.030046983020572484,1,0.016506191234703777
12802,3161619,Audi,A4,8.771835409789817,8.841089289676477,-0.030046983020572484,1,0.016506191234703777
16649,3168409,Volkswagen,Golf,9.539644119118783,9.529432133302578,-0.030046983020572484,1,0.016506191234703777
7136,3140673,Kia,Sportage,9.846917201047734,9.903600841069878,-0.030046983020572484,1,0.016506191234703777
16476,3168159,Ford,Mondeo,8.656955133791396,8.794718143332116,-0.030046983020572484,1,0.016506191234703777
12911,3161860,Hyundai,i20,9.543234787249512,9.67655455424415,-0.030046983020572484,1,0.016506191234703777
17130,3169222,Bmw,1 Series,10.16199824768763,10.059250077083378,-0.030046983020572484,1,0.016506191234703777
6689,3139225,Mercedes-benz,CLA Class,10.184711314926863,10.358070865664418,-0.030046983020572484,1,0.016506191234703777
2821,3102290,Volkswagen,Passat,9.539644119118783,9.40780354166117,-0.030046983020572484,1,0.016506191234703777
13308,3162593,Peugeot,5008,10.43396873396056,10.325905087748023,-0.030046983020572484,1,0.016506191234703777
7912,3150995,Volkswagen,Passat,9.608780865147382,9.579841497130433,-0.030046983020572484,1,0.016506191234703777
